year,city,sport,discipline,athlete,country,gender,event,medal
1928,Amsterdam,Cycling,Cycling Track,FALCK HANSEN Willy,DEN,Men,1km Pursuit,Bronze
1928,Amsterdam,Cycling,Cycling Track,BEAUFRAND Roger,FRA,Men,1km Pursuit,Gold
1928,Amsterdam,Cycling,Cycling Track,MAZAIRAC Antonius Hendrikus,NED,Men,1km Pursuit,Silver
1928,Amsterdam,Cycling,Cycling Track,GRAY Edgar Laurence,AUS,Men,1km time trial,Bronze
1928,Amsterdam,Cycling,Cycling Track,FALCK HANSEN Willy,DEN,Men,1km time trial,Gold
1928,Amsterdam,Cycling,Cycling Track,BOSCH VAN DRAKESTEIN Gerald Henri,NED,Men,1km time trial,Silver
1928,Amsterdam,Cycling,Cycling Track,BERNHARDT Hans,GER,Men,2000m tandem,Bronze
1928,Amsterdam,Cycling,Cycling Track,KÖTHER Karl,GER,Men,2000m tandem,Bronze
1928,Amsterdam,Cycling,Cycling Track,LEENE Bernardus Petrus,NED,Men,2000m tandem,Gold
1928,Amsterdam,Cycling,Cycling Track,VAN DIJK Daniel (Daan),NED,Men,2000m tandem,Gold
1928,Amsterdam,Cycling,Cycling Track,CHAMBERS Ernest Henry,GBR,Men,2000m tandem,Silver
1928,Amsterdam,Cycling,Cycling Track,SIBBIT John Ephraim,GBR,Men,2000m tandem,Silver
1928,Amsterdam,Cycling,Cycling Track,FALCK HANSEN Willy,DEN,Men,Sprint indivual,Bronze
1928,Amsterdam,Cycling,Cycling Track,BEAUFRAND Roger,FRA,Men,Sprint indivual,Gold
1928,Amsterdam,Cycling,Cycling Track,MAZAIRAC Antonius Hendrikus,NED,Men,Sprint indivual,Silver
1928,Amsterdam,Cycling,Cycling Track,SOUTHALL Michael George,GBR,Men,Team Pursuit (4000m),Bronze
1928,Amsterdam,Cycling,Cycling Track,WYLD Frederick Henry,GBR,Men,Team Pursuit (4000m),Bronze
1928,Amsterdam,Cycling,Cycling Track,WYLD Leonard Arthur,GBR,Men,Team Pursuit (4000m),Bronze
1928,Amsterdam,Cycling,Cycling Track,WYLD Percy,GBR,Men,Team Pursuit (4000m),Bronze
1928,Amsterdam,Cycling,Cycling Track,CATTANEO Marco,ITA,Men,Team Pursuit (4000m),Gold
1928,Amsterdam,Cycling,Cycling Track,FACCIANI Cesare,ITA,Men,Team Pursuit (4000m),Gold
1928,Amsterdam,Cycling,Cycling Track,LUSIANI Mario,ITA,Men,Team Pursuit (4000m),Gold
1928,Amsterdam,Cycling,Cycling Track,TASSELLI Luigi,ITA,Men,Team Pursuit (4000m),Gold
1928,Amsterdam,Cycling,Cycling Track,BRASPENNIN Adriaan Jacobus,NED,Men,Team Pursuit (4000m),Silver
1928,Amsterdam,Cycling,Cycling Track,MAAS Johannes Leonardus,NED,Men,Team Pursuit (4000m),Silver
1928,Amsterdam,Cycling,Cycling Track,PIJNENBURG Johannes Baptist Norbertus,NED,Men,Team Pursuit (4000m),Silver
1928,Amsterdam,Cycling,Cycling Track,VAN DER HORST Pieter M.,NED,Men,Team Pursuit (4000m),Silver
1928,Amsterdam,Equestrian,Dressage,OLSON Ragnar,SWE,Men,individual,Bronze
1928,Amsterdam,Equestrian,Dressage,VON LANGEN Carl-Friedrich,GER,Men,individual,Gold
1928,Amsterdam,Equestrian,Dressage,MARION Charles Louis Pierre,FRA,Men,individual,Silver
1928,Amsterdam,Equestrian,Dressage,LE HEUX Gerard Willem,NED,Men,team,Bronze
1928,Amsterdam,Equestrian,Dressage,VAN REEDE Jan Hermannus,NED,Men,team,Bronze
1928,Amsterdam,Equestrian,Dressage,VERSTEEGH Pierre Marie Robert,NED,Men,team,Bronze
1928,Amsterdam,Equestrian,Dressage,LINKENBACH Hermann,GER,Men,team,Gold
1928,Amsterdam,Equestrian,Dressage,VON LANGEN Carl-Friedrich,GER,Men,team,Gold
1928,Amsterdam,Equestrian,Dressage,VON LOTZBECK Eugen,GER,Men,team,Gold
1928,Amsterdam,Equestrian,Dressage,BONDE Carl,SWE,Men,team,Silver
1928,Amsterdam,Equestrian,Dressage,LUNDBLAD Janne,SWE,Men,team,Silver
1928,Amsterdam,Equestrian,Dressage,OLSON Ragnar,SWE,Men,team,Silver
1928,Amsterdam,Equestrian,Eventing,NEUMANN Bruno,GER,Men,individual,Bronze
1928,Amsterdam,Equestrian,Eventing,PAHUD DE MORTANGES Charles Ferdinand,NED,Men,individual,Gold
1928,Amsterdam,Equestrian,Eventing,DE KRUIJFF Gerard Pieter,NED,Men,individual,Silver
1928,Amsterdam,Equestrian,Eventing,ANTONIEWICZ Michal,POL,Men,team,Bronze
1928,Amsterdam,Equestrian,Eventing,DE ROMMEL (BARON) Karol,POL,Men,team,Bronze
1928,Amsterdam,Equestrian,Eventing,TRENKWALD Jozef,POL,Men,team,Bronze
1928,Amsterdam,Equestrian,Eventing,DE KRUIJFF Gerard Pieter,NED,Men,team,Gold
1928,Amsterdam,Equestrian,Eventing,PAHUD DE MORTANGES Charles Ferdinand,NED,Men,team,Gold
1928,Amsterdam,Equestrian,Eventing,VAN DER VOORT VAN ZIJP Adolf Dirk C.,NED,Men,team,Gold
1928,Amsterdam,Equestrian,Eventing,JOHANSEN Wilhelm Eugen,NOR,Men,team,Silver
1928,Amsterdam,Equestrian,Eventing,ORDING Bjart,NOR,Men,team,Silver
1928,Amsterdam,Equestrian,Eventing,QVIST Arthur,NOR,Men,team,Silver
1928,Amsterdam,Equestrian,Jumping,KUHN Charles-Gustave,SUI,Men,individual,Bronze
1928,Amsterdam,Equestrian,Jumping,VENTURA Frantisek,TCH,Men,individual,Gold
1928,Amsterdam,Equestrian,Jumping,BERTRAN DE BALANDA Pierre Louis,FRA,Men,individual,Silver
1928,Amsterdam,Equestrian,Jumping,PEPITA,SUI,Women,individual,Bronze
1928,Amsterdam,Equestrian,Jumping,BJÖRNSTJERNA Carl,SWE,Men,team,Bronze
1928,Amsterdam,Equestrian,Jumping,HALLBERG Ernst,SWE,Men,team,Bronze
1928,Amsterdam,Equestrian,Jumping,HANSEN Karl,SWE,Men,team,Bronze
1928,Amsterdam,Equestrian,Jumping,DE LOS TRUJILLOS (MARQUIS),ESP,Men,team,Gold
1928,Amsterdam,Equestrian,Jumping,GARCIA FERNANDEZ Julio,ESP,Men,team,Gold
1928,Amsterdam,Equestrian,Jumping,NAVARRO-MORENES José,ESP,Men,team,Gold
1928,Amsterdam,Equestrian,Jumping,ANTONIEWICZ Michal,POL,Men,team,Silver
1928,Amsterdam,Equestrian,Jumping,GZOWSKI Kazimierz,POL,Men,team,Silver
1928,Amsterdam,Equestrian,Jumping,SZOSLAND Kazimierz,POL,Men,team,Silver
1928,Amsterdam,Fencing,Fencing,CALNAN George Charles,USA,Men,épée individual,Bronze
1928,Amsterdam,Fencing,Fencing,GAUDIN Lucien,FRA,Men,épée individual,Gold
1928,Amsterdam,Fencing,Fencing,BUCHARD Georges,FRA,Men,épée individual,Silver
1928,Amsterdam,Fencing,Fencing,GAUDINI Giulio,ITA,Men,foil individual,Bronze
1928,Amsterdam,Fencing,Fencing,GAUDIN Lucien,FRA,Men,foil individual,Gold
1928,Amsterdam,Fencing,Fencing,CASMIR Erwin,GER,Men,foil individual,Silver
1928,Amsterdam,Fencing,Fencing,OELKERS Olga,GER,Women,foil individual,Bronze
1928,Amsterdam,Fencing,Fencing,MAYER Helene,GER,Women,foil individual,Gold
1928,Amsterdam,Fencing,Fencing,FREEMAN Muriel B.,GBR,Women,foil individual,Silver
1928,Amsterdam,Fencing,Fencing,ANGANUZZI Raul,ARG,Men,foil team,Bronze
1928,Amsterdam,Fencing,Fencing,CAMET Carmelo F.,ARG,Men,foil team,Bronze
1928,Amsterdam,Fencing,Fencing,LARRAZ Roberto,ARG,Men,foil team,Bronze
1928,Amsterdam,Fencing,Fencing,LUCCHETTI Hector Pablo,ARG,Men,foil team,Bronze
1928,Amsterdam,Fencing,Fencing,LUCCHETTI Luis J.,ARG,Men,foil team,Bronze
1928,Amsterdam,Fencing,Fencing,CHIAVACCI Giorgio,ITA,Men,foil team,Gold
1928,Amsterdam,Fencing,Fencing,GAUDINI Giulio,ITA,Men,foil team,Gold
1928,Amsterdam,Fencing,Fencing,GUARAGNA Gioachino,ITA,Men,foil team,Gold
1928,Amsterdam,Fencing,Fencing,PESSINA Giorgio,ITA,Men,foil team,Gold
1928,Amsterdam,Fencing,Fencing,PIGNOTTI Ugo,ITA,Men,foil team,Gold
1928,Amsterdam,Fencing,Fencing,PULITI Oreste,ITA,Men,foil team,Gold
1928,Amsterdam,Fencing,Fencing,CATTIAU Philippe,FRA,Men,foil team,Silver
1928,Amsterdam,Fencing,Fencing,DUCRET Roger François,FRA,Men,foil team,Silver
1928,Amsterdam,Fencing,Fencing,FLACHER Raymond P.,FRA,Men,foil team,Silver
1928,Amsterdam,Fencing,Fencing,GABORIAUD André,FRA,Men,foil team,Silver
1928,Amsterdam,Fencing,Fencing,GAUDIN Lucien,FRA,Men,foil team,Silver
1928,Amsterdam,Fencing,Fencing,LABATTUT André,FRA,Men,foil team,Silver
1928,Amsterdam,Fencing,Fencing,BINI Bino,ITA,Men,sabre individual,Bronze
1928,Amsterdam,Fencing,Fencing,VITEZ TERSZTYANSZKY Odön,HUN,Men,sabre individual,Gold
1928,Amsterdam,Fencing,Fencing,PETSCHAUER Attila,HUN,Men,sabre individual,Silver
1928,Amsterdam,Fencing,Fencing,FRIEDRICH Tadeusz,POL,Men,sabre team,Bronze
1928,Amsterdam,Fencing,Fencing,LASKOWSKI Kazimierz,POL,Men,sabre team,Bronze
1928,Amsterdam,Fencing,Fencing,MALECKI Aleksander S.,POL,Men,sabre team,Bronze
1928,Amsterdam,Fencing,Fencing,PAPÉE Adam,POL,Men,sabre team,Bronze
1928,Amsterdam,Fencing,Fencing,SEGDA Wladyslaw,POL,Men,sabre team,Bronze
1928,Amsterdam,Fencing,Fencing,ZABIELSKI Jerzy,POL,Men,sabre team,Bronze
1928,Amsterdam,Fencing,Fencing,GARAY Janos,HUN,Men,sabre team,Gold
1928,Amsterdam,Fencing,Fencing,GLYKAIS Gyula,HUN,Men,sabre team,Gold
1928,Amsterdam,Fencing,Fencing,GOMBOS Sandor,HUN,Men,sabre team,Gold
1928,Amsterdam,Fencing,Fencing,PETSCHAUER Attila,HUN,Men,sabre team,Gold
1928,Amsterdam,Fencing,Fencing,RADY Jozsef,HUN,Men,sabre team,Gold
1928,Amsterdam,Fencing,Fencing,TERSZTYANSZKY Ödön,HUN,Men,sabre team,Gold
1928,Amsterdam,Fencing,Fencing,ANSELMI Renato,ITA,Men,sabre team,Silver
1928,Amsterdam,Fencing,Fencing,BINI Bino,ITA,Men,sabre team,Silver
1928,Amsterdam,Fencing,Fencing,MARZI Gustavo,ITA,Men,sabre team,Silver
1928,Amsterdam,Fencing,Fencing,PULITI Oreste,ITA,Men,sabre team,Silver
1928,Amsterdam,Fencing,Fencing,SALAFIA Emilio,ITA,Men,sabre team,Silver
1928,Amsterdam,Fencing,Fencing,SARROCCHI Giulio,ITA,Men,sabre team,Silver
1928,Amsterdam,Football,Football,BALONCIERI Adolfo,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,BANCHERO Elvio,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,BELLINI Delfo,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,BERNARDINI Fulvio,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,CALIGARIS Umberto,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,COMBI Giampero,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,DEGANI V.,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,DEPRA Giovanni,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,FERRARIS A.,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,GASPERI F.,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,GENOVESI Pietro,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,JANNI Antonio,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,LEVRATTO Virgilio Felice,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,MAGNOZZI Mario,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,PASTORE P.,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,PIETROBONI Silvio,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,PITTO Alfredo,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,RIVOLTA Enrico,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,ROSETTA Virginio,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,ROSSETTI Gino,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,SCHIAVIO Angelo,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,VIVIANO A.,ITA,Men,football,Bronze
1928,Amsterdam,Football,Football,ANDRADE José,URU,Men,football,Gold
1928,Amsterdam,Football,Football,ANSELMO P.,URU,Men,football,Gold
1928,Amsterdam,Football,Football,ARISPE Pedro,URU,Men,football,Gold
1928,Amsterdam,Football,Football,ARREMON Juan Pedro,URU,Men,football,Gold
1928,Amsterdam,Football,Football,BARTIBAS V.,URU,Men,football,Gold
1928,Amsterdam,Football,Football,BATIGNANI F.,URU,Men,football,Gold
1928,Amsterdam,Football,Football,BORJAS René,URU,Men,football,Gold
1928,Amsterdam,Football,Football,CAMPOLO Antonio,URU,Men,football,Gold
1928,Amsterdam,Football,Football,CANAVESI Adhemar,URU,Men,football,Gold
1928,Amsterdam,Football,Football,CASTRO Hector,URU,Men,football,Gold
1928,Amsterdam,Football,Football,CEA Pedro,URU,Men,football,Gold
1928,Amsterdam,Football,Football,FERNANDEZ Lorenzo,URU,Men,football,Gold
1928,Amsterdam,Football,Football,FIGUEROA Roberto,URU,Men,football,Gold
1928,Amsterdam,Football,Football,GESTIDO Alvaro,URU,Men,football,Gold
1928,Amsterdam,Football,Football,MAZALI AndrÃ©s,URU,Men,football,Gold
1928,Amsterdam,Football,Football,MELOGNO A.,URU,Men,football,Gold
1928,Amsterdam,Football,Football,NASAZZI José,URU,Men,football,Gold
1928,Amsterdam,Football,Football,PETRONE Pedro,URU,Men,football,Gold
1928,Amsterdam,Football,Football,PIRIZ Juan,URU,Men,football,Gold
1928,Amsterdam,Football,Football,SCARONE Hector,URU,Men,football,Gold
1928,Amsterdam,Football,Football,TEJERA D.,URU,Men,football,Gold
1928,Amsterdam,Football,Football,URDINARAN Antonio,URU,Men,football,Gold
1928,Amsterdam,Football,Football,BIDOGLIO Ludovico,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,BOSIO Angel,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,CALANDRA Saul H.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,CARRICABERRY Alfredo D.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,CHERRO Roberto,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,DIAZ Octavio J.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,EVARISTO J.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,FERREIRA Manuel,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,GAINZARAIN Enrique,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,GOMEZ S. N.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,HELMAN A.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,MEDICI Angel Segundo,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,MONTI Luis Felipe,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,OCHOA P.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,ORLANDINI Rodolfo,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,ORSI Raimundo B.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,PATERNOSTER Fernando,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,PERDUCCA Feliciano Angel,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,PERINETTI N.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,TARASCONI Domingo Alberto,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,WEIHMULLER L. F.,ARG,Men,football,Silver
1928,Amsterdam,Football,Football,ZUMELZU A. B.,ARG,Men,football,Silver
1928,Amsterdam,Gymnastics,Artistic G.,MACK Eugen,SUI,Men,horizontal bar,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,MIEZ Georges,SUI,Men,horizontal bar,Gold
1928,Amsterdam,Gymnastics,Artistic G.,NERI Romeo,ITA,Men,horizontal bar,Silver
1928,Amsterdam,Gymnastics,Artistic G.,STUKELJ Leon,YUG,Men,individual all-round,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,MIEZ Georges,SUI,Men,individual all-round,Gold
1928,Amsterdam,Gymnastics,Artistic G.,HÄNGGI Hermann,SUI,Men,individual all-round,Silver
1928,Amsterdam,Gymnastics,Artistic G.,HÄNGGI Hermann,SUI,Men,parallel bars,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,VACHA Ladislav,TCH,Men,parallel bars,Gold
1928,Amsterdam,Gymnastics,Artistic G.,PRIMOZIC Josip,YUG,Men,parallel bars,Silver
1928,Amsterdam,Gymnastics,Artistic G.,SAVOLAINEN Heikki,FIN,Men,pommel horse,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,HÄNGGI Hermann,SUI,Men,pommel horse,Gold
1928,Amsterdam,Gymnastics,Artistic G.,MIEZ Georges,SUI,Men,pommel horse,Silver
1928,Amsterdam,Gymnastics,Artistic G.,LOFFLER Emanuel,TCH,Men,rings,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,STUKELJ Leon,YUG,Men,rings,Gold
1928,Amsterdam,Gymnastics,Artistic G.,VACHA Ladislav,TCH,Men,rings,Silver
1928,Amsterdam,Gymnastics,Artistic G.,ANTOSIEWIC Eduard,YUG,Men,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,CIOTTI Dragutin,YUG,Men,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,DERGANC Stane,YUG,Men,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,GREGORKA Boris,YUG,Men,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,MALEJ Anton,YUG,Men,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,PORENTA Ivan,YUG,Men,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,PRIMOZIC Josip,YUG,Men,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,STUKELJ Leon,YUG,Men,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,GRIEDER Hans,SUI,Men,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,GÜTTINGER August,SUI,Men,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,HÄNGGI Hermann,SUI,Men,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,MACK Eugen,SUI,Men,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,MIEZ Georges,SUI,Men,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,PFISTER Otto,SUI,Men,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,STEINEMANN Eduard,SUI,Men,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,WEZEL Melchior,SUI,Men,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,EFFENBERGER Josef,TCH,Men,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,GAJDOS Jan,TCH,Men,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,KOUTNY Jan,TCH,Men,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,LOFFLER Emanuel,TCH,Men,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,SUPCIK Bedrich,TCH,Men,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,TIKAL Ladislav,TCH,Men,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,VACHA Ladislav,TCH,Men,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,VESELY Vaclav,TCH,Men,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,BROADBENT Annie,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,DESMOND Lucy,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,HARTLEY Margaret B.,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,JAGGER Amy C.,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,JUDD Isobel M. R.,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,KITE Jessie T.,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,MOREMAN Marjorie,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,PICKLES Edith Carrie,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,SEYMOUR Ethel,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,SMITH Ada,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,SMITH Hilda,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,WOODS Doris,GBR,Women,team competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,AGSTERIBBE Estella,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,BURGERHOF Petronella,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,DE LEVIE Elka,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,NORDHEIM Helena,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,POLAK Ans,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,SIMONS Jud,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,STELMA Jacoba Cornelia,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,VAN DEN BERG Jacomina,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,VAN DEN BOS Alida Johanna,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,VAN DER VEGT Anna Maria,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,VAN RANDWIJK Petronella Phillemina Johanna,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,VAN RUMT Hendrika Alida,NED,Women,team competition,Gold
1928,Amsterdam,Gymnastics,Artistic G.,AMBROSETTI Bianca,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,GIANONI Lavinia,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,GIAVOTTI Luigina,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,GIORGI Virginia,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,MALABARBA Germana,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,MARANGONI Clara,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,PERVERSI Luigina,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,PIZZAVINI Diana,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,TANZINI Luisa,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,TRONCONI Carolina,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,VERCESI Ines,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,VITTADINI Rita,ITA,Women,team competition,Silver
1928,Amsterdam,Gymnastics,Artistic G.,DERGANC Stane,YUG,Men,vault,Bronze
1928,Amsterdam,Gymnastics,Artistic G.,MACK Eugen,SUI,Men,vault,Gold
1928,Amsterdam,Gymnastics,Artistic G.,LOFFLER Emanuel,TCH,Men,vault,Silver
1928,Amsterdam,Hockey,Hockey,BOCHE Bruno,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,BRUNNER Georg,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,FÖRSTENDORF Heinz,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,FRANZKOWIAK Erwin,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,FREYBERG Werner,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,HAAG Theodor,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,HAUSSMANN Hans Heinrich,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,HAVERBECK Kurt,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,HEYMANN Aribert,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,HOBEIN Herbert,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,HORN Fritz,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,IRMER Karl-Heinz,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,KEMMER Herbert,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,LINCKE F.,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,MÜLLER Herbert,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,PROFT Werner,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,SCHÄFER H.,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,STRANTZEN Gerd,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,WEISS Kurt,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,WOLLNER Rolf,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,WÖLTJE Heinz,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,ZANDER Erich,GER,Men,hockey,Bronze
1928,Amsterdam,Hockey,Hockey,ALLEN Richard James,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,CHAND Dyan,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,GATELEY Maurice A.,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,GILL K. S.,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,GOODSIR-CULLEN William John,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,HAMMOND Leslie Charles,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,KHAN Feroze Uddin,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,MARTHINS George E.,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,NORRIS Rex A.,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,PINNIGER Broome Eric,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,ROCQUE Michael E.,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,SEAMAN Frederic S.,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,SHAUKAT Ali,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,SINGH Jaipal,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,YUSUF Sayed Mohamed,IND,Men,hockey,Gold
1928,Amsterdam,Hockey,Hockey,ANKERMAN Jan Geert,NED,Men,hockey,Silver
1928,Amsterdam,Hockey,Hockey,BRAND Johannes Willem,NED,Men,hockey,Silver
1928,Amsterdam,Hockey,Hockey,DE WAAL Reindert Berend Jan,NED,Men,hockey,Silver
